url,types,app_id,name,recent_reviews,all_reviews,release_date,popular_tags,genre
https:,app,321360,Primal Carnage Extinction,"Mixed,(18),- 66% of the 18 user reviews in the last 30 days are positive.","Mostly Positive,(3,227),- 73% of the 3,227 user reviews for this game are positive.",3-Apr-15,"Dinosaurs,Multiplayer,Action,Team-Based,Shooter,FPS,Survival,Indie,Co-op,Class-Based,Gore,Third Person,Open World,PvP,Massively Multiplayer,First-Person,Strategy,Third-Person Shooter,Violent,RPG","Action,Indie"
https:,app,390560,Fantasy Strike,,"Very Positive,(203),- 85% of the 203 user reviews for this game are positive.",14-Sep-17,"Early Access,Indie,Fighting,Action,Early Access,Local Multiplayer,2D Fighter,Multiplayer","Action,Indie,Early Access"
https:,app,370540,Gary Grigsbys War in the East,,"Very Positive,(185),- 92% of the 185 user reviews for this game are positive.",7-Dec-10,"Strategy,Simulation,Wargame,World War II,Grand Strategy,Turn-Based Strategy,Turn-Based,Replay Value,Singleplayer,Historical,Multiplayer,Strategy RPG","Simulation,Strategy"
https:,app,32460,Monkey Island 2 Special Edition LeChucks Revenge,return in what has long been considered one of the greatest LucasArts adventure games of all time.",,"Overwhelmingly Positive,(1,156),- 95% of the 1,156 user reviews for this game are positive.","LucasArts,Lucasfilm,Disney Interactive,LucasArts,Lucasfilm,Disney Interactive",12
https:,app,546430,Pathway,"Mixed,(36),- 44% of the 36 user reviews in the last 30 days are positive.","Mixed,(650),- 60% of the 650 user reviews for this game are positive.",11-Apr-19,"Pixel Graphics,RPG,Indie,Adventure,Turn-Based Combat,Strategy,Turn-Based,Rogue-like,Turn-Based Tactics,Turn-Based Strategy,Rogue-lite,Tactical,Procedural Generation,Difficult,Singleplayer","Adventure,Indie,RPG,Strategy"
https:,app,48000,LIMBO,"Very Positive,(239),- 91% of the 239 user reviews in the last 30 days are positive.","Very Positive,(14,880),- 93% of the 14,880 user reviews for this game are positive.",2-Aug-11,"Indie,Platformer,Puzzle,Dark,Atmospheric,2D,Adventure,Singleplayer,Horror,Puzzle-Platformer,Surreal,Short,Side Scroller,Difficult,Minimalist,Physics,Masterpiece,Casual,Action,Cinematic","Adventure,Indie"
https:,app,568090,Tattletail,"Very Positive,(26),- 92% of the 26 user reviews in the last 30 days are positive.","Very Positive,(1,393),- 90% of the 1,393 user reviews for this game are positive.",28-Dec-16,"Horror,First-Person,Cute,Survival Horror,Singleplayer,1990's,Indie,Action,Dark,Difficult,Story Rich,Survival,Robots,Funny,Strategy,Adventure,Atmospheric,Family Friendly,Great Soundtrack,Memes","Action,Indie"
https:,app,788270,Exiled Kingdoms,,"Very Positive,(267),- 83% of the 267 user reviews for this game are positive.",23-Feb-18,"RPG,Adventure,Indie,Action,Open World,Fantasy,Singleplayer,Dungeon Crawler,Story Rich,Isometric,2D","Action,Adventure,Indie,RPG"
https:,app,1079210,Spark the Electric Jester 2,,"Very Positive,(71),- 85% of the 71 user reviews for this game are positive.",16-May-19,"Action,3D Platformer,Fast-Paced,Singleplayer",Action
https:,app,496620,Monster Slayers,,"Very Positive,(446),- 82% of the 446 user reviews for this game are positive.",23-Mar-17,"Indie,Card Game,Action,Turn-Based,Rogue-like,RPG,Rogue-lite,Singleplayer,2D","Action,Indie"
https:,app,352400,LEGO Jurassic World,"Very Positive,(12),- 83% of the 12 user reviews in the last 30 days are positive.","Very Positive,(2,016),- 84% of the 2,016 user reviews for this game are positive.",11-Jun-15,"LEGO,Dinosaurs,Adventure,Open World,Action,Funny,Multiplayer,Comedy,Co-op,Singleplayer,Family Friendly,Puzzle,Local Co-Op,Movie,Third Person,Historical,Atmospheric,Building,Controller,Simulation","Action,Adventure"
https:,app,238090,Sniper Elite 3,"Mostly Positive,(67),- 77% of the 67 user reviews in the last 30 days are positive.","Mostly Positive,(11,265),- 78% of the 11,265 user reviews for this game are positive.",27-Jun-14,"Sniper,Action,Stealth,World War II,Multiplayer,Shooter,Co-op,Adventure,Third-Person Shooter,Tactical,War,Third Person,Online Co-Op,Singleplayer,Open World,Gore,Strategy,FPS,Atmospheric,Simulation","Action,Adventure"
https:,app,275100,Shelter 2,"Mostly Positive,(18),- 77% of the 18 user reviews in the last 30 days are positive.","Very Positive,(2,395),- 84% of the 2,395 user reviews for this game are positive.",9-Mar-15,"Survival,Open World,Adventure,Simulation,Cute,Atmospheric,Indie,Singleplayer,Great Soundtrack,Female Protagonist,Casual,Realistic,Exploration,Nature,Relaxing,Story Rich,Family Friendly,Cats,Beautiful,Action","Adventure,Casual,Indie"
https:,app,525620,Octogeddon,,"Very Positive,(165),- 84% of the 165 user reviews for this game are positive.",8-Feb-18,"Casual,Action,Indie,Strategy,Funny,Rogue-lite,Singleplayer,Great Soundtrack,Rogue-like,Tower Defense,2D,Arcade,Cartoony,Destruction,Family Friendly,Shoot 'Em Up,Mechs,Mouse only,Controller,Underwater","Action,Casual,Indie,Strategy"
https:,app,1016730,Deck of Ashes,"Very Positive,(58),- 87% of the 58 user reviews in the last 30 days are positive.","Mostly Positive,(273),- 79% of the 273 user reviews for this game are positive.",11-Apr-19,"Early Access,Card Game,Indie,RPG,Strategy,Early Access,Adventure,Turn-Based,Rogue-like,Rogue-lite,Dark,Singleplayer,Turn-Based Combat,Gothic,2D,Fantasy,Dark Fantasy,Replay Value,Difficult,Great Soundtrack","Adventure,Indie,RPG,Strategy,Early Access"
https:,app,443810,This Is the Police,"Mostly Positive,(38),- 71% of the 38 user reviews in the last 30 days are positive.","Very Positive,(5,379),- 83% of the 5,379 user reviews for this game are positive.",2-Aug-16,"Strategy,Management,Story Rich,Crime,Choices Matter,Singleplayer,Indie,Simulation,Noir,Atmospheric,Adventure,Detective,Mature,Great Soundtrack,Political,Sexual Content,Violent,Visual Novel,Kickstarter,Nudity","Adventure,Indie,Strategy"
https:,app,672680,Call of War,"Mixed,(45),- 48% of the 45 user reviews in the last 30 days are positive.","Mixed,(1,432),- 50% of the 1,432 user reviews for this game are positive.",21-Oct-17,"Free to Play,Strategy,World War II,War,Massively Multiplayer,Military,Grand Strategy,Simulation,Multiplayer,Historical,Diplomacy,Tactical,RTS,Real Time Tactics,Wargame,Alternate History,Real-Time,Singleplayer","Free to Play,Massively Multiplayer,Simulation,Strategy"
https:,app,939520,HELLGATE London,"Mixed,(22),- 50% of the 22 user reviews in the last 30 days are positive.","Mixed,(1,150),- 56% of the 1,150 user reviews for this game are positive.",15-Nov-18,"RPG,Action,Demons,Zombies,Loot,Third-Person Shooter,Action RPG,Gore,Violent,Hack and Slash,First-Person,Singleplayer,Post-apocalyptic,FPS,Atmospheric,Multiplayer,Co-op","Action,RPG"
https:,app,686200,Door Kickers Action Squad,"Very Positive,(14),- 85% of the 14 user reviews in the last 30 days are positive.","Very Positive,(774),- 91% of the 774 user reviews for this game are positive.",10-Sep-18,"Action,Indie,Tactical,2D,Pixel Graphics,Co-op,Retro,Local Co-Op,Multiplayer,Strategy,Zombies,Addictive,Casual,Soundtrack,Replay Value,Level Editor,Real Time Tactics,Moddable,Simulation,Singleplayer","Action,Casual,Indie,Simulation,Strategy"
https:,app,706560,Jimmy and the Pulsating Mass,,"Very Positive,(141),- 93% of the 141 user reviews for this game are positive.",7-Aug-18,"RPG,Indie,Gore,Horror,RPGMaker,Pixel Graphics,Story Rich,Great Soundtrack,Funny,JRPG,Adventure","Indie,RPG"
https:,app,552880,STARDROP,,"Very Positive,(93),- 88% of the 93 user reviews for this game are positive.",14-Feb-19,"Adventure,Indie,Casual,Space,Sci-fi,Story Rich,Mystery,Female Protagonist,Singleplayer,First-Person,Exploration,Atmospheric,Funny,Early Access,Classic,Family Friendly,Trading","Adventure,Casual,Indie"
https:,app,938220,TAPSONIC BOLD,"Very Positive,(75),- 80% of the 75 user reviews in the last 30 days are positive.","Mostly Positive,(547),- 78% of the 547 user reviews for this game are positive.",29-Mar-19,"Rhythm,Casual,Action,Music,Racing,Early Access","Action,Casual,Racing"
https:,app,610190,WARRIORS ALLSTARS,,"Mostly Positive,(323),- 78% of the 323 user reviews for this game are positive.",29-Aug-17,"Action,Hack and Slash,Anime",Action
https:,app,899970,NEKOPARA Extra,"Very Positive,(14),- 100% of the 14 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(1,352),- 98% of the 1,352 user reviews for this game are positive.",26-Jul-18,"Anime,Cute,Visual Novel,Nudity,Casual,Story Rich,Singleplayer,Indie,Action,Kickstarter,Post-apocalyptic,Cold War,Violent,Great Soundtrack","Casual,Indie"
https:,app,885810,The Witchs House MV,,"Very Positive,(346),- 97% of the 346 user reviews for this game are positive.",30-Oct-18,"Horror,Adventure,RPGMaker,Indie,RPG,Casual,2D,Female Protagonist,Atmospheric","Adventure,Casual,Indie,RPG"
https:,app,388410,Darksiders II Deathinitive Edition,"Mostly Positive,(56),- 71% of the 56 user reviews in the last 30 days are positive.","Mostly Positive,(6,390),- 74% of the 6,390 user reviews for this game are positive.",5-Nov-15,"Action,Hack and Slash,Adventure,RPG,Open World,Singleplayer,Third Person,Fantasy,Puzzle,Story Rich,Great Soundtrack,Action RPG,Parkour,Dark Fantasy,Gore,Loot,Spectacle fighter,Controller,Multiplayer,Metroidvania","Action,Adventure,RPG"
https:,app,42670,Singularity,advanced weaponry and the experimental Time Manipulation Device,fight enemies from the past,the present,"Very Positive,(2,741),- 92% of the 2,741 user reviews for this game are positive.","FPS,Action,Sci-fi,Time Manipulation,Singleplayer,Atmospheric,Horror,Shooter,First-Person,Alternate History,Time Travel,Masterpiece,Story Rich,Adventure,Gore,Bullet Time,Multiplayer,Survival Horror,Classic,Multiple Endings"
https:,app,732430,Superflight,"Overwhelmingly Positive,(114),- 96% of the 114 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(5,369),- 96% of the 5,369 user reviews for this game are positive.",8-Nov-17,"Indie,Flight,Relaxing,Casual,Atmospheric,Procedural Generation,Singleplayer,Action,Sports,Racing,Physics,Exploration,Open World,Arcade,Simulation,Parkour,Fast-Paced,Difficult","Action,Casual,Indie,Racing,Sports"
https:,app,920690,CardLife Creative Survival,"Mostly Negative,(33),- 24% of the 33 user reviews in the last 30 days are positive.","Mixed,(681),- 58% of the 681 user reviews for this game are positive.",28-Feb-19,"Survival,Open World,Crafting,Adventure,Building,RPG,Indie,Massively Multiplayer,Base Building,Action,Fantasy,Singleplayer,Online Co-Op,PvE,Sandbox,PvP,Multiplayer,Early Access,Dinosaurs","Action,Adventure,Indie,Massively Multiplayer,RPG"
https:,app,511680,FateEXTELLA,"Very Positive,(21),- 90% of the 21 user reviews in the last 30 days are positive.","Very Positive,(2,844),- 93% of the 2,844 user reviews for this game are positive.",25-Jul-17,"Anime,Action,Hack and Slash,Story Rich,Nudity,Female Protagonist,Singleplayer,Great Soundtrack,JRPG,Cute,Sexual Content,Visual Novel,Dating Sim,Fighting,Mature,RPG,Multiplayer,Fantasy",Action
https:,app,557600,Gorogoa,"Very Positive,(58),- 94% of the 58 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(4,634),- 97% of the 4,634 user reviews for this game are positive.",14-Dec-17,"Puzzle,Indie,Hand-drawn,Adventure,Casual,Atmospheric,Singleplayer,Stylized,Short,2D,Story Rich,Mystery,Exploration,Interactive Fiction,Cartoony","Adventure,Casual,Indie"
https:,app,661790,Witch Hunt,"Very Positive,(22),- 90% of the 22 user reviews in the last 30 days are positive.","Very Positive,(824),- 88% of the 824 user reviews for this game are positive.",3-Sep-18,"Horror,Adventure,Indie,Action,Open World,Gore,Survival Horror,Atmospheric,First-Person,Survival,Singleplayer,Hunting,Psychological Horror,Shooter,Early Access,FPS,Multiplayer","Action,Adventure,Indie"
https:,app,353560,Plug  Play,"Very Positive,(112),- 85% of the 112 user reviews in the last 30 days are positive.","Very Positive,(3,186),- 84% of the 3,186 user reviews for this game are positive.",5-Mar-15,"Indie,Short,Funny,Surreal,Casual,Psychological Horror,Adventure,Nudity,Puzzle,Singleplayer,Horror,Story Rich,Point & Click,Action,Memes,Illuminati,Sexual Content,Psychological,Open World,Masterpiece","Adventure,Casual,Indie"
https:,app,260130,Agarest Generations of War Zero,,"Mostly Positive,(289),- 74% of the 289 user reviews for this game are positive.",17-Apr-14,"Anime,JRPG,RPG,Strategy,Adventure,Turn-Based,Turn-Based Strategy,Strategy RPG,Dating Sim,Singleplayer,Tactical,Fantasy,Visual Novel,Nudity,Tactical RPG,Masterpiece","Adventure,RPG,Strategy"
https:,app,39160,Dungeon Siege III,"Mixed,(10),- 60% of the 10 user reviews in the last 30 days are positive.","Mixed,(1,144),- 57% of the 1,144 user reviews for this game are positive.",20-Jun-11,"RPG,Action,Fantasy,Action RPG,Co-op,Dungeon Crawler,Singleplayer,Local Co-Op,Female Protagonist,Adventure","Action,RPG"
https:,app,953840,Apollo 11 VR HD,,"Very Positive,(56),- 80% of the 56 user reviews for this game are positive.",23-Nov-18,"Simulation,Adventure,VR,Space","Adventure,Simulation"
https:,app,40800,Super Meat Boy,"Very Positive,(67),- 89% of the 67 user reviews in the last 30 days are positive.","Very Positive,(18,040),- 94% of the 18,040 user reviews for this game are positive.",30-Nov-10,"Platformer,Difficult,Indie,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Pixel Graphics,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Masterpiece,Adventure,Replay Value",Indie
https:,app,9480,Saints Row 2,"Mixed,(56),- 64% of the 56 user reviews in the last 30 days are positive.","Mostly Positive,(5,894),- 75% of the 5,894 user reviews for this game are positive.",28-Jan-09,"Open World,Action,Character Customization,Sandbox,Third-Person Shooter,Comedy,Co-op,Third Person,Crime,Singleplayer,Online Co-Op,Multiplayer,Shooter,Funny,Co-op Campaign,Replay Value,Great Soundtrack,Female Protagonist,Moddable,Adventure",Action
https:,app,246420,Kingdom Rush,"Very Positive,(16),- 87% of the 16 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(3,808),- 96% of the 3,808 user reviews for this game are positive.",6-Jan-14,"Tower Defense,Strategy,Singleplayer,Indie,Fantasy,Tactical,2D,Action,Casual,Adventure,Touch-Friendly,Masterpiece,Difficult,Addictive,Comedy,Funny,Great Soundtrack,RPG,Multiplayer,Free to Play","Action,Indie,Strategy"
https:,app,266510,Hand of Fate,"Mostly Positive,(32),- 75% of the 32 user reviews in the last 30 days are positive.","Very Positive,(6,633),- 91% of the 6,633 user reviews for this game are positive.",17-Feb-15,"Card Game,RPG,Singleplayer,Action,Rogue-like,Fantasy,Indie,Choose Your Own Adventure,Adventure,Action RPG,Third Person,Board Game,Difficult,Atmospheric,Rogue-lite,Hack and Slash,Beat 'em up,Dungeon Crawler,Masterpiece,Strategy","Action,Indie,RPG"
https:,app,676500,Time Warpers,,"Very Positive,(151),- 91% of the 151 user reviews for this game are positive.",2-Nov-18,"Early Access,Early Access,Action,Clicker,Adventure,Casual,RPG,Strategy,FPS,Simulation,Indie,Multiplayer,Co-op,Online Co-Op,Voxel,First-Person,Singleplayer,Tower Defense,Atmospheric,Gun Customization","Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
https:,app,493200,RiME,"Very Positive,(53),- 88% of the 53 user reviews in the last 30 days are positive.","Very Positive,(1,774),- 90% of the 1,774 user reviews for this game are positive.",26-May-17,"Adventure,Puzzle,Exploration,Atmospheric,Great Soundtrack,Singleplayer,Colorful,Fantasy,Indie,3D Platformer,Open World,Relaxing,Action,Story Rich,Third Person,Walking Simulator,Casual,Platformer,Family Friendly,Controller",Adventure
https:,app,312610,METAL SLUG X,"Very Positive,(25),- 88% of the 25 user reviews in the last 30 days are positive.","Very Positive,(1,366),- 90% of the 1,366 user reviews for this game are positive.",2-Oct-14,"Arcade,Action,Co-op,Classic,Shoot 'Em Up,2D,Retro,Side Scroller,Multiplayer,Pixel Graphics,Local Co-Op,Shooter,Great Soundtrack,Difficult,Singleplayer,Adventure,Masterpiece,Old School,Anime",Action
https:,app,312370,Warhammer 40000 Armageddon,,"Mostly Positive,(531),- 77% of the 531 user reviews for this game are positive.",26-Nov-14,"Warhammer 40K,Strategy,Turn-Based Tactics,Tactical,Games Workshop,Turn-Based,Hex Grid,Singleplayer,Turn-Based Strategy,Multiplayer,War,Aliens,Wargame,Sci-fi,Replay Value,Strategy RPG",Strategy
https:,app,204450,Call of Juarez Gunslinger,"Very Positive,(44),- 93% of the 44 user reviews in the last 30 days are positive.","Very Positive,(9,477),- 94% of the 9,477 user reviews for this game are positive.",22-May-13,"Western,FPS,Action,Story Rich,Bullet Time,Shooter,Singleplayer,Comedy,First-Person,Narration,Adventure,Atmospheric,Great Soundtrack,Dynamic Narration,Funny,Arcade,Historical,Alternate History,Gore,Linear",Action
https:,app,6120,Shank,"Very Positive,(27),- 88% of the 27 user reviews in the last 30 days are positive.","Very Positive,(1,158),- 89% of the 1,158 user reviews for this game are positive.",25-Oct-10,"Action,Indie,Beat 'em up,2D,Side Scroller,Local Co-Op,Platformer,Gore,Singleplayer,Short,Adventure,Controller,Co-op,Hack and Slash,Old School,Multiplayer,Local Multiplayer,Violent","Action,Indie"
https:,app,579020,Constructor,,"Mostly Positive,(437),- 71% of the 437 user reviews for this game are positive.",26-May-17,"Strategy,Simulation,City Builder,Comedy,Building,Violent,Remake,RTS,Classic","Simulation,Strategy"
https:,app,203750,Binary Domain,"Mostly Positive,(10),- 70% of the 10 user reviews in the last 30 days are positive.","Very Positive,(1,643),- 84% of the 1,643 user reviews for this game are positive.",27-Apr-12,"Action,Third-Person Shooter,Sci-fi,Cyberpunk,Robots,Story Rich,Shooter,Third Person,Transhumanism,Singleplayer,Futuristic,Adventure,Co-op,Multiplayer,Masterpiece,Dystopian,Controller,Atmospheric,RPG,Voice Control",Action
https:,app,844660,Heart of the Woods,,"Very Positive,(146),- 97% of the 146 user reviews for this game are positive.",15-Feb-19,"Visual Novel,Indie,Female Protagonist,Anime,Casual,Story Rich,Cute,Nudity,Mystery,Singleplayer,Romance,Fantasy,Great Soundtrack,2D,Atmospheric,Choices Matter","Casual,Indie"
https:,app,871200,FIGHTING EX LAYER,,"Very Positive,(191),- 83% of the 191 user reviews for this game are positive.",29-Nov-18,"Action,Fighting,2D Fighter,Arcade,Anime,Multiplayer",Action
https:,app,559330,A Fishermans Tale,,"Very Positive,(207),- 96% of the 207 user reviews for this game are positive.",22-Jan-19,"Adventure,Indie,VR,Puzzle","Adventure,Indie"
https:,app,743130,MewnBase,,"Very Positive,(240),- 95% of the 240 user reviews for this game are positive.",7-Dec-18,"Early Access,Base Building,Indie,Casual,Early Access,Simulation,Survival,Space,Crafting,Cats,2D,Cute","Casual,Indie,Simulation,Early Access"
https:,app,205950,Jet Set Radio,"Very Positive,(16),- 93% of the 16 user reviews in the last 30 days are positive.","Very Positive,(1,715),- 88% of the 1,715 user reviews for this game are positive.",19-Sep-12,"Great Soundtrack,Classic,Action,3D Platformer,Singleplayer,Platformer,Colorful,Arcade,Stylized,Third Person,Music,Parkour,Controller,Atmospheric,Cult Classic,Sports,Retro,Open World,Anime,Masterpiece",Action
https:,app,666820,Skirmish Line,,"Very Positive,(145),- 86% of the 145 user reviews for this game are positive.",21-Mar-19,"World War II,Strategy,Indie,Action,Violent,Simulation,Difficult,Casual,Tactical,Tower Defense,Top-Down,Singleplayer,RTS,War,Real-Time with Pause,Gore,Replay Value,Psychological Horror,Perma Death,2D","Action,Casual,Indie,Simulation,Strategy"
https:,app,70300,VVVVVV,"Very Positive,(29),- 96% of the 29 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(4,134),- 96% of the 4,134 user reviews for this game are positive.",7-Sep-10,"Platformer,Indie,Great Soundtrack,Difficult,Retro,2D,Pixel Graphics,Singleplayer,Exploration,Action,Sci-fi,Adventure,Short,Metroidvania,Minimalist,Puzzle,Open World,Space,Classic,Masterpiece","Action,Indie"
https:,app,754150,Rolling Line,,"Very Positive,(283),- 93% of the 283 user reviews for this game are positive.",27-Apr-18,"Simulation,Casual,Trains,Indie,VR,Sandbox,Level Editor","Casual,Indie,Simulation"
https:,app,270450,Robot RollerDerby Disco Dodgeball,,"Very Positive,(1,998),- 91% of the 1,998 user reviews for this game are positive.",19-Feb-15,"Multiplayer,Fast-Paced,FPS,Great Soundtrack,Indie,Robots,Action,Sports,Competitive,First-Person,Arena Shooter,Co-op,Music,Team-Based,Online Co-Op,Casual,Family Friendly,4 Player Local,Racing,Local Multiplayer","Action,Indie,Sports"
https:,app,345480,Lumo,,"Mostly Positive,(55),- 72% of the 55 user reviews for this game are positive.",24-May-16,"Indie,Adventure,Retro,Puzzle-Platformer,Isometric,Action-Adventure","Adventure,Indie"
https:,app,758190,Dragon Cliff,"Very Positive,(165),- 89% of the 165 user reviews in the last 30 days are positive.","Very Positive,(1,775),- 87% of the 1,775 user reviews for this game are positive.",11-May-18,"RPG,Strategy,Casual,Clicker,Adventure,Simulation,Pixel Graphics,Management,Indie,Loot,Dungeon Crawler,Turn-Based Combat,Hack and Slash,2D,Singleplayer,Turn-Based,JRPG,Fantasy","Adventure,Casual,Indie,RPG,Simulation,Strategy"
https:,app,40990,Mafia,"Mostly Positive,(34),- 76% of the 34 user reviews in the last 30 days are positive.","Very Positive,(1,815),- 89% of the 1,815 user reviews for this game are positive.",28-Aug-02,"Action,Classic,Story Rich,Crime,Open World,Adventure,Violent,Great Soundtrack,Singleplayer,Atmospheric,Third Person,Racing,Third-Person Shooter,Difficult,Masterpiece,Shooter","Action,Adventure"
https:,app,345390,Kings Quest,,"Very Positive,(1,961),- 88% of the 1,961 user reviews for this game are positive.",28-Jul-15,"Adventure,Fantasy,Puzzle,Point & Click,Episodic,Story Rich,Funny,Singleplayer,Medieval,Comedy,Choices Matter,Classic,Remake,Great Soundtrack,Action,Quick-Time Events,Walking Simulator,Atmospheric,Casual,Hidden Object",Adventure
https:,app,236450,PACMAN Championship Edition DX,"Very Positive,(25),- 88% of the 25 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(3,230),- 96% of the 3,230 user reviews for this game are positive.",24-Sep-13,"Arcade,Retro,Classic,Score Attack,Action,Remake,2D,Great Soundtrack,Fast-Paced,Casual,Old School,Addictive,Singleplayer,Puzzle,Strategy,Colorful,Controller,Masterpiece,Multiplayer,Touch-Friendly",Action
https:,app,510420,The Hex,,"Very Positive,(383),- 95% of the 383 user reviews for this game are positive.",16-Oct-18,"Indie,Singleplayer,Story Rich,Psychological Horror,Mystery,Great Soundtrack,2D,Pixel Graphics,Funny,Dark,RPG,Memes,Replay Value,Multiple Endings,Choices Matter,Platformer",Indie
https:,app,431600,Automobilista,,"Very Positive,(737),- 83% of the 737 user reviews for this game are positive.",29-Feb-16,"Racing,Simulation,Sports,Realistic,Multiplayer,Driving,Early Access,Singleplayer","Racing,Simulation,Sports"
https:,app,41500,Torchlight,"Very Positive,(17),- 82% of the 17 user reviews in the last 30 days are positive.","Very Positive,(3,012),- 91% of the 3,012 user reviews for this game are positive.",27-Oct-09,"RPG,Action RPG,Hack and Slash,Dungeon Crawler,Fantasy,Singleplayer,Loot,Indie,Moddable,Action,Adventure,Magic,Cartoon,Isometric,Exploration,Female Protagonist,Steampunk,Co-op,Top-Down,Great Soundtrack",RPG
https:,app,405900,Disgaea PC   PC,"Mostly Positive,(15),- 73% of the 15 user reviews in the last 30 days are positive.","Very Positive,(2,249),- 87% of the 2,249 user reviews for this game are positive.",24-Feb-16,"Strategy RPG,Anime,RPG,JRPG,Turn-Based,Comedy,Turn-Based Strategy,Turn-Based Tactics,Tactical RPG,Funny,Tactical,Strategy,Singleplayer,Great Soundtrack,Demons,Replay Value,2D,Pixel Graphics,Story Rich,Cute",RPG
https:,app,314410,Rampage Knights,,"Very Positive,(1,536),- 93% of the 1,536 user reviews for this game are positive.",4-Sep-15,"Action,Co-op,Beat 'em up,Rogue-like,Indie,Adventure,RPG,Multiplayer,Local Co-Op,Online Co-Op,Rogue-lite,Dungeon Crawler,2D,Funny,Difficult,Hack and Slash,Side Scroller,Procedural Generation","Action,Adventure,Indie,RPG"
https:,app,790600,Stormbound,,"Mixed,(402),- 67% of the 402 user reviews for this game are positive.",15-May-18,"Free to Play,Strategy,Card Game,Turn-Based,Turn-Based Strategy,Competitive,Fantasy,Board Game,Stylized,3D","Free to Play,Strategy"
https:,app,240970,Half Minute Hero The Second Coming,,"Very Positive,(364),- 92% of the 364 user reviews for this game are positive.",4-Apr-14,"RPG,Indie,JRPG,Action,Fast-Paced,Great Soundtrack,Comedy,Pixel Graphics,Retro,Multiplayer,Action RPG,Adventure,2D,Singleplayer,RPGMaker,Masterpiece","Action,Indie,RPG"
https:,app,537340,Guts and Glory,,"Very Positive,(896),- 80% of the 896 user reviews for this game are positive.",19-Jul-18,"Gore,Violent,Action,Funny,Casual,Racing,Indie,Physics,Early Access,Open World,Comedy,Sandbox,Blood,Singleplayer,Third Person,Multiplayer","Action,Casual,Indie,Racing"
https:,app,6300,Dreamfall The Longest Journey,,"Very Positive,(618),- 85% of the 618 user reviews for this game are positive.",17-Apr-06,"Adventure,Female Protagonist,Story Rich,Fantasy,Sci-fi,Singleplayer,Third Person,RPG,Beautiful,Futuristic,Great Soundtrack,Atmospheric,Masterpiece,Cyberpunk,Nudity","Adventure,RPG"
https:,app,1010670,Dungeon Dreams,"Very Positive,(10),- 100% of the 10 user reviews in the last 30 days are positive.","Very Positive,(59),- 94% of the 59 user reviews for this game are positive.",20-Feb-19,"RPG,Anime,JRPG,Dating Sim,RPGMaker,Fantasy,City Builder,Dungeon Crawler,Simulation,Rogue-lite,Rogue-like",RPG
https:,app,221640,Super Hexagon,"Very Positive,(65),- 90% of the 65 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(14,690),- 97% of the 14,690 user reviews for this game are positive.",27-Nov-12,"Difficult,Great Soundtrack,Indie,Fast-Paced,Arcade,Addictive,Rhythm,Singleplayer,Score Attack,Action,Minimalist,Music,2D,Psychedelic,Colorful,Casual,Replay Value,Controller,Masterpiece,Puzzle","Action,Indie"
https:,app,809440,Protolife,,"Very Positive,(172),- 81% of the 172 user reviews for this game are positive.",15-Jun-18,"Tower Defense,Strategy,Base Building,RTS,Pixel Graphics,Sci-fi,Indie,Singleplayer,Aliens,Top-Down,Dark,Atmospheric,Retro","Indie,Strategy"
https:,app,698540,Dungeon Warfare 2,,"Very Positive,(371),- 87% of the 371 user reviews for this game are positive.",6-Jul-18,"Strategy,Indie,Tower Defense,2D,Pixel Graphics","Indie,Strategy"
https:,app,273570,Descent,,"Very Positive,(265),- 96% of the 265 user reviews for this game are positive.",13-Feb-95,"Classic,Action,6DOF,Old School,Shooter,FPS,Space,Retro,1990's,Sci-fi,First-Person,Flight,Co-op,Difficult,Singleplayer,Adventure,Pixel Graphics",Action
https:,app,247020,Cook Serve Delicious,,"Overwhelmingly Positive,(2,882),- 95% of the 2,882 user reviews for this game are positive.",8-Oct-13,"Simulation,Indie,Management,Casual,Typing,Difficult,Action,Singleplayer,Fast-Paced,Arcade,Strategy,Addictive,Local Co-Op,Comedy,GameMaker,Time Management,Funny,Co-op,Local Multiplayer,2D","Action,Indie,Simulation,Strategy"
https:,app,556180,Mysterium A Psychic Clue Game,,"Very Positive,(103),- 80% of the 103 user reviews for this game are positive.",12-Jan-17,"Strategy,Board Game,Multiplayer,Mystery,Co-op",Strategy
https:,app,947300,Grim Nights,,"Very Positive,(462),- 91% of the 462 user reviews for this game are positive.",12-Oct-18,"Strategy,Indie,Tower Defense,Pixel Graphics,Survival","Indie,Strategy"
https:,app,785480,Titanic Adventure Out Of Time,,"Very Positive,(60),- 88% of the 60 user reviews for this game are positive.",1-Jan-96,"Adventure,Casual,Violent,Simulation,FMV,Point & Click","Adventure,Casual,Simulation"
